"id_time","id_prof","id_student","nb_abs","abs_duration","nb_lates","nb_pres","duration"
3,1,48,0,37.7,0,1,NULL
3,1,49,1,104.28333333333333,0,0,NULL
3,1,50,0,54.05,1,1,NULL
3,1,51,0,91.2,1,1,NULL
3,1,52,1,120,0,0,NULL
3,1,53,1,120,0,0,NULL
3,1,54,1,120,0,0,NULL
3,1,55,1,120,0,0,NULL
3,1,56,1,120,0,0,NULL
3,1,57,1,120,0,0,NULL
3,1,58,0,69.66666666666666,1,1,NULL
3,1,59,1,120,0,0,NULL
3,1,60,0,36.650000000000006,0,1,NULL
3,1,61,0,94.03333333333333,1,1,NULL
3,1,62,0,43.3,0,1,NULL
3,1,63,1,120,0,0,NULL
3,1,64,0,31.266666666666666,0,1,NULL
3,1,65,1,120,0,0,NULL
3,1,66,0,27.066666666666663,0,1,NULL
3,1,67,0,91.11666666666667,0,1,NULL
3,1,68,0,70.81666666666666,0,1,NULL
3,1,69,0,64.81666666666666,0,1,NULL
3,1,70,0,25.08333333333333,0,1,NULL
3,1,71,0,45.41666666666667,0,1,NULL
3,1,72,1,111.51666666666667,0,0,NULL
3,1,73,0,59.766666666666666,1,1,NULL
3,1,74,0,47.349999999999994,1,1,NULL
3,1,75,0,84.98333333333333,1,1,NULL
3,1,76,1,120,0,0,NULL
3,1,77,1,120,0,0,NULL
3,1,78,1,120,0,0,NULL
3,1,79,1,120,0,0,NULL
3,1,80,1,120,0,0,NULL
4,1,1,0,95.76666666666667,1,1,NULL
4,1,2,0,12.75,0,1,NULL
4,1,3,0,9.233333333333334,0,1,NULL
4,1,4,0,30.88333333333334,0,1,NULL
4,1,5,0,10.016666666666666,0,1,NULL
4,1,6,0,16.950000000000003,0,1,NULL
4,1,7,0,9.75,0,1,NULL
4,1,8,1,117.96666666666667,0,0,NULL
4,1,9,0,54.68333333333334,1,1,NULL
4,1,10,0,13.433333333333337,0,1,NULL
4,1,11,0,17.33333333333333,0,1,NULL
4,1,12,1,120,0,0,NULL
4,1,13,0,48.43333333333334,1,1,NULL
4,1,14,0,22.16666666666667,0,1,NULL
4,1,15,0,15.783333333333331,0,1,NULL
4,1,16,0,21.5,0,1,NULL
4,1,17,0,10.599999999999994,0,1,NULL
4,1,18,1,120,0,0,NULL
4,1,19,0,39.400000000000006,0,1,NULL
4,1,20,1,120,0,0,NULL
4,1,21,1,120,0,0,NULL
4,1,22,0,27.150000000000006,1,1,NULL
4,1,23,0,54.266666666666666,1,1,NULL
4,1,24,1,120,0,0,NULL
4,1,25,0,39.849999999999994,1,1,NULL
4,1,26,0,32.150000000000006,1,1,NULL
4,1,27,0,41.2,1,1,NULL
4,1,28,1,115.43333333333334,0,0,NULL
4,1,29,0,27.38333333333334,1,1,NULL
4,1,30,0,17.216666666666654,0,1,NULL
4,1,31,0,26.13333333333334,1,1,NULL
4,1,32,1,120,0,0,NULL
4,1,33,1,120,0,0,NULL
4,1,34,0,23.233333333333334,0,1,NULL
4,1,35,0,49.2,1,1,NULL
4,1,36,1,120,0,0,NULL
4,1,37,0,12.450000000000003,0,1,NULL
4,1,38,0,35.58333333333333,1,1,NULL
4,1,39,0,47.95,1,1,NULL
4,1,40,0,61.266666666666666,0,1,NULL
4,1,41,1,120,0,0,NULL
4,1,42,0,23.16666666666667,0,1,NULL
4,1,43,1,120,0,0,NULL
4,1,44,0,42.78333333333333,1,1,NULL
4,1,45,0,33.55,1,1,NULL
4,1,46,1,120,0,0,NULL
4,1,47,1,120,0,0,NULL
4,1,48,1,105.08333333333333,0,0,NULL
4,1,49,1,120,0,0,NULL
4,1,50,0,85.85,1,1,NULL
4,1,51,0,63.8,1,1,NULL
4,1,52,1,120,0,0,NULL
4,1,53,1,120,0,0,NULL
4,1,54,1,120,0,0,NULL
4,1,55,1,120,0,0,NULL
4,1,56,1,119.05,0,0,NULL
4,1,57,0,76,1,1,NULL
4,1,58,1,120,0,0,NULL
4,1,59,1,120,0,0,NULL
4,1,60,1,120,0,0,NULL
4,1,61,0,10.849999999999994,0,1,NULL
4,1,62,1,120,0,0,NULL
4,1,63,1,120,0,0,NULL
4,1,64,1,120,0,0,NULL
4,1,65,1,120,0,0,NULL
4,1,66,1,120,0,0,NULL
4,1,67,1,120,0,0,NULL
4,1,68,0,24.86666666666666,0,1,NULL
4,1,69,0,13.650000000000006,0,1,NULL
4,1,70,1,120,0,0,NULL
4,1,71,1,120,0,0,NULL
4,1,72,1,120,0,0,NULL
4,1,73,1,120,0,0,NULL
4,1,74,0,16.549999999999997,0,1,NULL
4,1,75,0,80.51666666666667,1,1,NULL
4,1,76,0,20.88333333333334,0,1,NULL
4,1,77,1,120,0,0,NULL
4,1,78,1,120,0,0,NULL
4,1,79,1,120,0,0,NULL
4,1,80,1,120,0,0,NULL
6,1,1,0,72.83333333333334,1,1,NULL
6,1,2,0,0.3333333333333286,0,1,NULL
6,1,3,0,0,0,1,NULL
6,1,4,0,0,0,1,NULL
6,1,5,0,2.6999999999999886,0,1,NULL
6,1,6,0,0,0,1,NULL
6,1,7,0,0,0,1,NULL
6,1,8,0,0,0,1,NULL
6,1,9,0,1.7000000000000028,0,1,NULL
6,1,10,0,0,0,1,NULL
6,1,11,0,0,0,1,NULL
6,1,12,0,0,0,1,NULL
6,1,13,0,36.016666666666666,1,1,NULL
6,1,14,0,2.2666666666666657,0,1,NULL
6,1,15,0,0,0,1,NULL
6,1,16,0,0,0,1,NULL
6,1,17,0,0,0,1,NULL
6,1,18,0,1.4166666666666714,0,1,NULL
6,1,19,0,0,0,1,NULL
6,1,20,0,0,0,1,NULL
6,1,21,0,0,0,1,NULL
6,1,22,0,0,0,1,NULL
6,1,23,0,0,0,1,NULL
6,1,24,0,1.0499999999999972,0,1,NULL
6,1,25,0,2.2833333333333314,0,1,NULL
6,1,26,0,0,0,1,NULL
6,1,27,0,9.783333333333331,0,1,NULL
6,1,28,0,5.599999999999994,0,1,NULL
6,1,29,0,0.4000000000000057,0,1,NULL
6,1,30,0,0,0,1,NULL
6,1,31,0,0,0,1,NULL
6,1,32,0,6.816666666666663,0,1,NULL
6,1,33,0,2.700000000000003,0,1,NULL
6,1,34,0,9.900000000000006,0,1,NULL
6,1,35,0,0,0,1,NULL
6,1,36,0,25.650000000000006,1,1,NULL
6,1,37,0,0,0,1,NULL
6,1,38,0,0,0,1,NULL
6,1,39,0,0,0,1,NULL
6,1,40,0,1.0499999999999972,0,1,NULL
6,1,41,0,0,0,1,NULL
6,1,42,0,0,0,1,NULL
6,1,43,0,0,0,1,NULL
6,1,44,0,12.583333333333329,1,1,NULL
6,1,45,1,120,0,0,NULL
6,1,46,0,0,0,1,NULL
6,1,47,0,2.7166666666666686,0,1,NULL
6,1,48,0,0,0,1,NULL
6,1,49,0,9.016666666666666,0,1,NULL
6,1,50,0,6.466666666666669,0,1,NULL
6,1,51,0,33.28333333333333,1,1,NULL
6,1,52,0,58.8,0,1,NULL
6,1,53,1,120,0,0,NULL
6,1,54,1,120,0,0,NULL
6,1,55,0,98.75,0,1,NULL
6,1,56,1,120,0,0,NULL
6,1,57,0,84.71666666666667,1,1,NULL
6,1,58,0,0,0,1,NULL
6,1,59,0,7.400000000000006,0,1,NULL
6,1,60,0,2.450000000000003,0,1,NULL
6,1,61,0,0,0,1,NULL
6,1,62,0,0,0,1,NULL
6,1,63,0,0.9166666666666714,0,1,NULL
6,1,64,0,0.7000000000000028,0,1,NULL
6,1,65,0,8.63333333333334,0,1,NULL
6,1,66,0,4.166666666666671,0,1,NULL
6,1,67,0,0,0,1,NULL
6,1,68,0,0,0,1,NULL
6,1,69,0,0,0,1,NULL
6,1,70,0,0,0,1,NULL
6,1,71,0,16.25,1,1,NULL
6,1,72,0,0,0,1,NULL
6,1,73,0,2.566666666666663,0,1,NULL
6,1,74,0,4.266666666666666,0,1,NULL
6,1,75,0,0,0,1,NULL
6,1,76,0,0,0,1,NULL
6,1,77,0,0,0,1,NULL
6,1,78,0,0,1,1,NULL
6,1,79,0,24.38333333333334,1,1,NULL
6,1,80,0,76.13333333333333,1,1,NULL
7,1,1,0,91.88333333333333,1,1,NULL
7,1,2,1,120,0,0,NULL
7,1,3,0,0,0,1,NULL
7,1,4,0,0,1,1,NULL
7,1,5,0,23.38333333333334,0,1,NULL
7,1,6,0,41.883333333333326,0,1,NULL
7,1,7,0,13.016666666666666,0,1,NULL
7,1,8,0,0,0,1,NULL
7,1,9,0,25.21666666666667,0,1,NULL
7,1,10,0,24.900000000000006,0,1,NULL
7,1,11,0,68.53333333333333,0,1,NULL
7,1,12,0,17.13333333333334,0,1,NULL
7,1,13,0,19.36666666666666,0,1,NULL
7,1,14,0,18.799999999999997,0,1,NULL
7,1,15,0,17.11666666666666,0,1,NULL
7,1,16,0,16.86666666666666,0,1,NULL
7,1,17,1,120,0,0,NULL
7,1,18,1,120,0,0,NULL
7,1,19,1,113.55,0,0,NULL
7,1,20,1,120,0,0,NULL
7,1,21,1,120,0,0,NULL
7,1,22,0,16.200000000000003,0,1,NULL
7,1,23,0,12,0,1,NULL
7,1,24,1,120,0,0,NULL
7,1,25,0,17.066666666666663,0,1,NULL
7,1,26,0,50.91666666666667,1,1,NULL
7,1,27,0,12.86666666666666,0,1,NULL
7,1,28,1,120,0,0,NULL
7,1,29,0,33.61666666666666,0,1,NULL
7,1,30,0,17.266666666666666,0,1,NULL
7,1,31,0,16.316666666666663,0,1,NULL
7,1,32,1,120,0,0,NULL
7,1,33,1,120,0,0,NULL
7,1,34,0,33.56666666666666,1,1,NULL
7,1,35,1,120,0,0,NULL
7,1,36,1,120,0,0,NULL
7,1,37,0,12.483333333333334,0,1,NULL
7,1,38,1,109.7,0,0,NULL
7,1,39,0,101.81666666666666,0,1,NULL
7,1,40,0,18.94999999999999,0,1,NULL
7,1,41,1,105.16666666666667,0,0,NULL
7,1,42,0,18.450000000000003,0,1,NULL
7,1,43,0,102.3,0,1,NULL
7,1,44,0,96.16666666666667,1,1,NULL
7,1,45,1,120,0,0,NULL
7,1,46,1,120,0,0,NULL
7,1,47,1,120,0,0,NULL
7,1,48,0,39.41666666666667,1,1,NULL
7,1,49,1,120,0,0,NULL
7,1,50,0,78.71666666666667,1,1,NULL
7,1,51,0,12.083333333333329,0,1,NULL
7,1,52,1,120,0,0,NULL
7,1,53,1,120,0,0,NULL
7,1,54,1,120,0,0,NULL
7,1,55,1,120,0,0,NULL
7,1,56,1,120,0,0,NULL
7,1,57,0,11.933333333333337,0,1,NULL
7,1,58,0,97.8,1,1,NULL
7,1,59,1,120,0,0,NULL
7,1,60,1,120,0,0,NULL
7,1,61,0,18.166666666666657,0,1,NULL
7,1,62,1,120,0,0,NULL
7,1,63,1,120,0,0,NULL
7,1,64,0,15.86666666666666,0,1,NULL
7,1,65,1,120,0,0,NULL
7,1,66,1,120,0,0,NULL
7,1,67,1,120,0,0,NULL
7,1,68,0,30.11666666666666,1,1,NULL
7,1,69,0,21.549999999999997,0,1,NULL
7,1,70,1,120,0,0,NULL
7,1,71,1,120,0,0,NULL
7,1,72,1,120,0,0,NULL
7,1,73,1,120,0,0,NULL
7,1,74,0,16.150000000000006,0,1,NULL
7,1,75,1,120,0,0,NULL
7,1,76,0,15.816666666666663,0,1,NULL
7,1,77,1,120,0,0,NULL
7,1,78,1,120,0,0,NULL
7,1,79,1,120,0,0,NULL
7,1,80,1,120,0,0,NULL
